LOCATION,PLUSPCUSTOMER,NAME,LATITUDEY,LONGITUDEX,ANCESTOR,BRANCH,TYPE,STATUS,POSTALCODE,ORGID
L1002515,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.190115,-1.708851,903000,900000,,OPERATING,CV37 6ET,INTHK
L1002516,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.454145,-2.146605,903000,900000,,OPERATING,DY8 1DZ,INTHK
L1002517,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.025695,-2.175843,903000,900000,,OPERATING,ST1 1DA,INTHK
L1002518,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.647069,-3.007419,903000,900000,,OPERATING,PR8 1NJ,INTHK
L1002519,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,54.996925,-1.432663,903000,900000,,OPERATING,NE33 1NW,INTHK
L1002520,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.998019,-0.411935,903000,900000,,OPERATING,NG34 7SB,INTHK
L1002521,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.83141,-1.780016,903000,900000,,OPERATING,BD18 3QH,INTHK
L1002522,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.335649,-1.541842,903000,900000,,OPERATING,S17 3AA,INTHK
L1002523,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.377597,-1.473445,903000,900000,,OPERATING,S1 4NB,INTHK
L1002524,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.339718,-1.355008,903000,900000,,OPERATING,S20 7PH,INTHK
L1002525,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.320077,-0.943338,903000,900000,,OPERATING,DN22 6DA,INTHK
L1002526,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.306099,-1.942761,903000,900000,,OPERATING,B97 4EA,INTHK
L1002527,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.930802,-1.128468,903000,900000,,OPERATING,NG2 5GR,INTHK
L1002528,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.003406,-1.12824,903000,900000,,OPERATING,NG5 7EG,INTHK
L1002529,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.952765,-1.148611,903000,900000,,OPERATING,NG1 3GA,INTHK
L1002530,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.236506,-0.895972,903000,900000,,OPERATING,NN1 2AJ,INTHK
L1002531,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.009314,-2.228891,903000,900000,,OPERATING,ST5 1QN,INTHK
L1002532,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.767965,-2.380286,903000,900000,,OPERATING,TF10 7BA,INTHK
L1002533,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,55.004996,-1.621635,903000,900000,,OPERATING,NE3 1HE,INTHK
L1002534,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.07471,-0.809845,903000,900000,,OPERATING,NG24 1EQ,INTHK
L1002535,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,54.563289,-1.257856,903000,900000,,OPERATING,TS1 1RS,INTHK
L1002536,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.45646,-2.366319,903000,900000,,OPERATING,M17 1BB,INTHK
L1002537,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.143225,-1.197101,903000,900000,,OPERATING,NG18 1LU,INTHK
L1002538,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.477317,-0.924134,903000,900000,,OPERATING,LE16 7NN,INTHK
L1002539,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.414951,-2.233488,903000,900000,,OPERATING,M20 2DP,INTHK
L1002540,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.110278,-2.33104,903000,900000,,OPERATING,WR14 2AB,INTHK
L1002541,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.404652,-2.997393,903000,900000,,OPERATING,L3 1HU,INTHK
L1002542,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.385632,-2.910262,903000,900000,,OPERATING,L18 2DA,INTHK
L1002543,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.494461,-2.516762,903000,900000,,OPERATING,WN7 4NE,INTHK
L1002544,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.603741,-1.150574,903000,900000,,OPERATING,LE2 8HA,INTHK
L1002545,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.79595,-1.551032,903000,900000,,OPERATING,LS1 2HL,INTHK
L1002546,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.287977,-1.537335,903000,900000,,OPERATING,CV32 4AJ,INTHK
L1002547,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.302911,-2.376257,903000,900000,,OPERATING,WA16 6BZ,INTHK
L1002548,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,57.476451,-4.224687,903000,900000,,OPERATING,IV1 1JE,INTHK
L1002549,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.743743,-0.343975,903000,900000,,OPERATING,HU1 3JX,INTHK
L1002550,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,54.968877,-2.102072,903000,900000,,OPERATING,NE46 1LY,INTHK
L1002551,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.991618,-1.542332,903000,900000,,OPERATING,HG1 1RN,INTHK
L1002552,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.910548,-0.645445,903000,900000,,OPERATING,NG31 6LF,INTHK
L1002553,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,55.856886,-4.255879,903000,900000,,OPERATING,G1 3LB,INTHK
L1002554,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,55.92867,-3.320438,903000,900000,,OPERATING,EH12 9DJ,INTHK
L1002555,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.82539,-1.314671,903000,900000,,OPERATING,DE74 2UZ,INTHK
L1002556,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.26595,-2.151955,903000,900000,,OPERATING,WR9 8DH,INTHK
L1002557,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.52249,-1.13656,903000,900000,,OPERATING,DN1 1EE,INTHK
L1002558,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.690635,-1.630755,903000,900000,,OPERATING,WF13 1DH,INTHK
L1002559,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.406061,-1.51011,903000,900000,,OPERATING,CV1 5RE,INTHK
L1002560,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.869631,-2.393932,903000,900000,,OPERATING,BB7 1BB,INTHK
L1002561,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.33337,-2.062667,903000,900000,,OPERATING,B61 8AW,INTHK
L1002562,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.787283,-2.244071,903000,900000,,OPERATING,BB11 1JH,INTHK
L1002563,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,52.482041,-2.112466,903000,900000,,OPERATING,DY5 1SW,INTHK
L1002564,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.387906,-3.027596,903000,900000,,OPERATING,CH41 2ZL,INTHK
L1002565,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,54.112269,-3.231654,903000,900000,,OPERATING,LA14 1LR,INTHK
L1002566,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,57.141102,-2.132221,903000,900000,,OPERATING,AB15 4ZT,INTHK
L1002567,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,57.145119,-2.099513,903000,900000,,OPERATING,AB11 6BD,INTHK
L1002568,H1000679,INTEGRAL UK LIMITED - HSBC - FIRE NORTH,53.340159,-2.427076,903000,900000,,OPERATING,WA14 1BY,INTHK
L1002577,H1000680,ROBERTSON FACILITIES MANAGEMENT,53.784515,-0.367099,903000,900000,,OPERATING,HU6 9BP,INTHK
L1002578,H1000680,ROBERTSON FACILITIES MANAGEMENT,53.796724,-0.32894,903000,900000,,OPERATING,HU7 4WR,INTHK
L1002579,H1000680,ROBERTSON FACILITIES MANAGEMENT,53.763046,-0.265521,903000,900000,,OPERATING,HU9 4HD,INTHK
L1002580,H1000680,ROBERTSON FACILITIES MANAGEMENT,53.7692,-0.260611,903000,900000,,OPERATING,HU9 4EE,INTHK
L1002581,H1000680,ROBERTSON FACILITIES MANAGEMENT,53.782099,-0.321078,903000,900000,,OPERATING,HU7 4PW,INTHK
L1002582,H1000681,BLACKPOOL GRAND THEATRE,53.815948,-3.054285,903000,900000,,OPERATING,FY1 1HT,INTHK
L1002583,H1000682,DEESIDE INDUSTRIAL ESTATE,53.231135,-3.026926,903000,900000,,OPERATING,CH5 2UA,INTHK
L1002584,H1000683,REACH SHARED SERVICES LTD,54.58636,-1.245779,903000,900000,,OPERATING,TS2 1UT,INTHK
L1002585,H1000684,REEL CINEMAS LTD,53.74387,-0.349242,903000,900000,,OPERATING,HU2 8LN,INTHK
L1002586,H1000684,REEL CINEMAS LTD,53.680454,-1.496933,903000,900000,,OPERATING,WF1 1DS,INTHK
L1002587,H1000685,GLOBAL FIRE & SECURITY SYSTEMS LTD,53.482325,-2.248223,903000,900000,,OPERATING,M3 2EQ,INTHK
L1002588,H1000686,WATES FACILILITIES MANAGEMENT,53.37555,-1.474554,903000,900000,,OPERATING,S1 4PA,INTHK
L1002589,H1000687,WYTHENSHAWE CHG PARENT,53.383638,-2.290239,903000,900000,,OPERATING,M23 2SH,INTHK
L1002590,H1000688,LACE HOUSING LTD,53.334877,-0.576757,903000,900000,,OPERATING,LN1 2GB,INTHK
L1002591,H1000689,BRUNTWOOD MANAGEMENT SERVICES LIMITED,53.470437,-2.239867,903000,900000,,OPERATING,M1 7ED,INTHK
L1002592,H1000690,INTEGRAL UK LTD - BIRMINGHAM (NORTH FIRE),53.202467,-2.935487,903000,900000,,OPERATING,CH1 5JH,INTHK
L1002593,H1000690,INTEGRAL UK LTD - BIRMINGHAM (NORTH FIRE),53.392809,-2.173873,903000,900000,,OPERATING,SK3 8NR,INTHK
L1002594,H1000690,INTEGRAL UK LTD - BIRMINGHAM (NORTH FIRE),53.195777,-2.932881,903000,900000,,OPERATING,CH1 5NF,INTHK
L1002595,H1000690,INTEGRAL UK LTD - BIRMINGHAM (NORTH FIRE),53.294293,-3.055966,903000,900000,,OPERATING,CH64 9NH,INTHK
L1002596,H1000690,INTEGRAL UK LTD - BIRMINGHAM (NORTH FIRE),53.377786,-3.074617,903000,900000,,OPERATING,CH43 9EB,INTHK
L1002597,H1000691,INTEGRAL UK LTD - BIRCHWOOD (NORTH FIRE),53.349624,-2.779614,903000,900000,,OPERATING,WA8 8UZ,INTHK
L1002598,H1000691,INTEGRAL UK LTD - BIRCHWOOD (NORTH FIRE),53.788259,-3.032035,903000,900000,,OPERATING,FY4 3LN,INTHK
L1002599,H1000691,INTEGRAL UK LTD - BIRCHWOOD (NORTH FIRE),53.203247,-2.934808,903000,900000,,OPERATING,CH1 5JG,INTHK
L1002600,H1000691,INTEGRAL UK LTD - BIRCHWOOD (NORTH FIRE),53.46038,-2.212277,903000,900000,,OPERATING,M13 0AQ,INTHK
L1002601,H1000692,NORTH WALES FIRE AND RESCUE,53.261991,-4.09818,903000,900000,,OPERATING,LL58 8EL,INTHK
L1002605,H1000692,NORTH WALES FIRE AND RESCUE,53.255331,-4.309864,903000,900000,,OPERATING,LL77 7PT,INTHK
L1002609,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.575985,-2.243206,903000,900000,,OPERATING,OL10 2TT,INTHK
L1002611,H1000693,SAINSBURYS/ARGOS GNFR (H2083),54.548284,-1.574601,903000,900000,,OPERATING,DL3 0UR,INTHK
L1002659,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.306,-10.7666,903000,900000,,OPERATING,EC1V 9JS,INTHK
L1002660,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.306,-10.7666,903000,900000,,OPERATING,EC1V 9JS,INTHK
L1002662,H1000693,SAINSBURYS/ARGOS GNFR (H2083),54.599316,-5.934941,903000,900000,,OPERATING,BT1 1DD,INTHK
L1002663,H1000693,SAINSBURYS/ARGOS GNFR (H2083),54.594418,-5.891696,903000,900000,,OPERATING,BT5 5LP,INTHK
L1002664,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.451023,-2.993654,903000,900000,,OPERATING,L20 4XX,INTHK
L1002665,H1000693,SAINSBURYS/ARGOS GNFR (H2083),54.082066,-0.190783,903000,900000,,OPERATING,YO15 2DX,INTHK
L1002671,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.724366,-1.351844,903000,900000,,OPERATING,WF10 1AD,INTHK
L1002673,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.306,-10.7666,903000,900000,,OPERATING,E91 VP08,INTHK
L1002675,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.294312,-3.725981,903000,900000,,OPERATING,LL29 8DG,INTHK
L1002679,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.306,-10.7666,903000,900000,,OPERATING,D16 FN36,INTHK
L1002682,H1000693,SAINSBURYS/ARGOS GNFR (H2083),54.340358,-7.640974,903000,900000,,OPERATING,BT74 6JQ,INTHK
L1002691,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.74387,-0.349242,903000,900000,,OPERATING,HU2 8LN,INTHK
L1002692,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.306,-10.7666,903000,900000,,OPERATING,D01 HW54,INTHK
L1002694,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.306,-10.7666,903000,900000,,OPERATING,D01 F6V9,INTHK
L1002697,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.798255,-1.54547,903000,900000,,OPERATING,LS1 8EQ,INTHK
L1002699,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.306,-10.7666,903000,900000,,OPERATING,V94 W2VE,INTHK
L1002700,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.405427,-2.980962,903000,900000,,OPERATING,L1 1NH,INTHK
L1002702,H1000693,SAINSBURYS/ARGOS GNFR (H2083),54.994339,-7.321033,903000,900000,,OPERATING,BT48 6PE,INTHK
L1002705,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.481713,-2.244009,903000,900000,,OPERATING,M4 3AT,INTHK
L1002707,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.410933,-1.412724,903000,900000,,OPERATING,S9 1ES,INTHK
L1002709,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.546529,-2.202573,903000,900000,,OPERATING,M24 4EL,INTHK
L1002710,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.6548,-6.6858,903000,900000,,OPERATING,C15 NCD3,INTHK
L1002712,H1000693,SAINSBURYS/ARGOS GNFR (H2083),54.97381,-1.616663,903000,900000,,OPERATING,NE1 7JD,INTHK
L1002714,H1000693,SAINSBURYS/ARGOS GNFR (H2083),54.653567,-5.921023,903000,900000,,OPERATING,BT37 9UH,INTHK
L1002715,H1000693,SAINSBURYS/ARGOS GNFR (H2083),54.591312,-5.712651,903000,900000,,OPERATING,BT23 4EU,INTHK
L1002721,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.327071,-2.699544,903000,900000,,OPERATING,WA7 2BS,INTHK
L1002722,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.487225,-2.289488,903000,900000,,OPERATING,M6 5HW,INTHK
L1002723,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.382578,-1.467407,903000,900000,,OPERATING,S3 8LN,INTHK
L1002725,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.547932,-2.774289,903000,900000,,OPERATING,WN8 6HB,INTHK
L1002727,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.306,-10.7666,903000,900000,,OPERATING,D02 CA36,INTHK
L1002730,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.306,-10.7666,903000,900000,,OPERATING,K67 KD59,INTHK
L1002731,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.306,-10.7666,903000,900000,,OPERATING,EIRE,INTHK
L1002736,H1000693,SAINSBURYS/ARGOS GNFR (H2083),53.366249,-2.726346,903000,900000,,OPERATING,WA8 6UB,INTHK
L1002616,H1000696,ALDI BOLTON DC,53.532286,-2.460395,903000,900000,,OPERATING,BL5 1EE,INTHK
L1002617,H1000697,ALDI DARLINGTON DC,54.547073,-1.575915,903000,900000,,OPERATING,DL3 0UW,INTHK
L1002618,H1000698,ALDI GOLDTHORPE DC,53.52565,-1.324686,903000,900000,,OPERATING,S63 9BL,INTHK
L1002619,H1000699,ALDI MITCHELSTOWN DC,52.27991497,-8.277082443,903000,900000,,DECOMMISSIONED,P67 AK28,INTHK
L1002620,H1000700,ALDI NAAS DC,55.1084,-6.6149,903000,900000,,OPERATING,W91 YR8H,INTHK
L1002621,H1000701,ALDI NESTON DC,53.300867,-3.065382,903000,900000,,OPERATING,CH64 3TS,INTHK
L1002645,H1000704,SAINSBURYS SUPERMARKETS LTD,53.475319,-2.656376,903000,900000,,OPERATING,WA11 9WB,INTHK
L1002650,H1000704,SAINSBURYS SUPERMARKETS LTD,53.788553,-1.218352,903000,900000,,OPERATING,LS25 6JH,INTHK
L1002746,H1000705,TESCO STORES LTD,53.46693157,-2.221484,903000,900000,,OPERATING,M12 6AJ,INTHK
L1002775,H1000705,TESCO STORES LTD,54.552404,-6.00241,903000,900000,,OPERATING,BT17 9NS,INTHK
L1002780,H1000705,TESCO STORES LTD,53.203124,-3.019618,903000,900000,,OPERATING,CH5 2DW,INTHK
L1002786,H1000705,TESCO STORES LTD,53.725618,-0.378626,903000,900000,,OPERATING,HU3 4SA,INTHK
L1002788,H1000705,TESCO STORES LTD,53.775578,-1.594662,903000,900000,,OPERATING,LS12 6HU,INTHK
L1002790,H1000705,TESCO STORES LTD,53.470737,-2.864227,903000,900000,,OPERATING,L33 7YQ,INTHK
L1002791,H1000705,TESCO STORES LTD,53.46085,-2.39788,903000,900000,,OPERATING,M30 7RT,INTHK
L1002794,H1000705,TESCO STORES LTD,53.759539,-2.756487,903000,900000,,OPERATING,PR2 2TW,INTHK
L1002797,H1000705,TESCO STORES LTD,53.38333,-1.431605,903000,900000,,OPERATING,S9 4WD,INTHK
L1002799,H1000705,TESCO STORES LTD,54.54746,-1.324124,903000,900000,,OPERATING,TS18 3TG,INTHK
L1002800,H1000705,TESCO STORES LTD,54.884337,-1.542028,903000,900000,,OPERATING,NE37 1LX,INTHK
L1002803,H1000706,BESTSELLER RETAIL (UK) LTD,53.746195,-2.485511,903000,900000,,OPERATING,BB2 2DQ,INTHK
L1002804,H1000706,BESTSELLER RETAIL (UK) LTD,53.814679,-3.055373,903000,900000,,OPERATING,FY1 4HU,INTHK
L1002807,H1000706,BESTSELLER RETAIL (UK) LTD,54.894081,-2.936028,903000,900000,,OPERATING,CA3 8NX,INTHK
L1002809,H1000706,BESTSELLER RETAIL (UK) LTD,53.753242,-1.578998,903000,900000,,OPERATING,LS11 8LL,INTHK
L1002811,H1000706,BESTSELLER RETAIL (UK) LTD,54.955505,-1.670104,903000,900000,,OPERATING,NE11 9YP,INTHK
L1002815,H1000706,BESTSELLER RETAIL (UK) LTD,53.412282,-1.412403,903000,900000,,OPERATING,S9 1EN,INTHK
L1002834,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,53.79426,-1.54443,903000,900000,,OPERATING,LS1 6ET,INTHK
L1002836,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,53.406606,-2.984171,903000,900000,,OPERATING,L1 1RH,INTHK
L1002837,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,53.338777,-2.347035,903000,900000,,OPERATING,WA15 5XW,INTHK
L1002839,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,54.956591,-1.678133,903000,900000,,OPERATING,NE11 9XF,INTHK
L1002843,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,53.807019,-2.724847,903000,900000,,OPERATING,PR3 5JB,INTHK
L1002849,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,53.504219,-2.393755,903000,900000,,OPERATING,M28 2QT,INTHK
L1002850,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,53.940537,-1.105056,903000,900000,,OPERATING,YO24 1QQ,INTHK
L1002854,H1000709,ROYAL MAIL GROUP LIMITED,54.600481,-5.923895,903000,900000,,OPERATING,BT1 1AA,INTHK
L1002861,H1000709,ROYAL MAIL GROUP LIMITED,53.191101,-2.900639,903000,900000,,OPERATING,CH1 3AA,INTHK
L1002881,H1000709,ROYAL MAIL GROUP LIMITED,53.761656,-1.501844,903000,900000,,OPERATING,LS10 1AZ,INTHK
L1002882,H1000709,ROYAL MAIL GROUP LIMITED,53.222829,-0.54682,903000,900000,,OPERATING,LN5 7NU,INTHK
L1002885,H1000709,ROYAL MAIL GROUP LIMITED,53.480738,-2.243217,903000,900000,,OPERATING,M4 5AA,INTHK
L1002891,H1000709,ROYAL MAIL GROUP LIMITED,53.850665,-1.53984,903000,900000,,OPERATING,LS17 7HN,INTHK
L1002894,H1000709,ROYAL MAIL GROUP LIMITED,54.890593,-1.681445,903000,900000,,OPERATING,NE11 OYY,INTHK
L1002896,H1000709,ROYAL MAIL GROUP LIMITED,53.670618,-2.650619,903000,900000,,OPERATING,PR7 7DW,INTHK
L1002898,H1000709,ROYAL MAIL GROUP LIMITED,54.666127,-5.974834,903000,900000,,OPERATING,BT36 4HQ,INTHK
L1002901,H1000709,ROYAL MAIL GROUP LIMITED,53.794515,-2.686634,903000,900000,,OPERATING,PR2 9GG,INTHK
L1002903,H1000709,ROYAL MAIL GROUP LIMITED,53.232155,-1.439572,903000,900000,,OPERATING,S49 1HQ,INTHK
L1002905,H1000709,ROYAL MAIL GROUP LIMITED,55.771191,-3.952443,903000,900000,,OPERATING,ML2 0XX,INTHK
L1002906,H1000709,ROYAL MAIL GROUP LIMITED,53.380117,-1.465753,903000,900000,,OPERATING,S1 1AA,INTHK
L1002907,H1000709,ROYAL MAIL GROUP LIMITED,53.397604,-1.446835,903000,900000,,OPERATING,S9 2XX,INTHK
L1002919,H1000709,ROYAL MAIL GROUP LIMITED,53.40548,-2.661576,903000,900000,,OPERATING,WA5 3XA,INTHK
L1002923,H1000709,ROYAL MAIL GROUP LIMITED,53.716208,-1.421397,903000,900000,,OPERATING,WF6 2XX,INTHK
L1002924,H1000710,SHOE ZONE RUNCORN,54.646225,-5.941969,903000,900000,,OPERATING,BT37 9UH,INTHK
L1002927,H1000710,SHOE ZONE RUNCORN,53.549548,-1.479459,903000,900000,,OPERATING,S70 1SB,INTHK
L1002929,H1000710,SHOE ZONE RUNCORN,53.74784,-2.484625,903000,900000,,OPERATING,BB1 7JE,INTHK
L1002930,H1000710,SHOE ZONE RUNCORN,55.126773,-1.509773,903000,900000,,OPERATING,NE24 1AH,INTHK
L1002931,H1000710,SHOE ZONE RUNCORN,53.450345,-2.994003,903000,900000,,OPERATING,L20 4ST,INTHK
L1002932,H1000710,SHOE ZONE RUNCORN,53.793329,-1.757014,903000,900000,,OPERATING,BD1 1QR,INTHK
L1002933,H1000710,SHOE ZONE RUNCORN,53.785164,-0.323149,903000,900000,,OPERATING,HU7 4EE,INTHK
L1002936,H1000710,SHOE ZONE RUNCORN,53.591154,-2.296755,903000,900000,,OPERATING,BL9 0QQ,INTHK
L1002941,H1000710,SHOE ZONE RUNCORN,53.724366,-1.351844,903000,900000,,OPERATING,WF10 1AD,INTHK
L1002942,H1000710,SHOE ZONE RUNCORN,53.189998,-2.89406,903000,900000,,OPERATING,CH1 2BY,INTHK
L1002943,H1000710,SHOE ZONE RUNCORN,53.233452,-1.430629,903000,900000,,OPERATING,S40 1PA,INTHK
L1002945,H1000710,SHOE ZONE RUNCORN,53.294312,-3.725981,903000,900000,,OPERATING,LL29 8DG,INTHK
L1002946,H1000710,SHOE ZONE RUNCORN,54.522677,-1.217504,903000,900000,,OPERATING,TS8 0TJ,INTHK
L1002948,H1000710,SHOE ZONE RUNCORN,53.340227,-1.353347,903000,900000,,OPERATING,S20 7PN,INTHK
L1002953,H1000710,SHOE ZONE RUNCORN,53.276288,-2.90148,903000,900000,,OPERATING,CH65 0AP,INTHK
L1002962,H1000710,SHOE ZONE RUNCORN,54.682684,-1.213801,903000,900000,,OPERATING,TS24 7RD,INTHK
L1002965,H1000710,SHOE ZONE RUNCORN,53.864962,-1.909185,903000,900000,,OPERATING,BD21 3PX,INTHK
L1002966,H1000710,SHOE ZONE RUNCORN,54.579737,-5.980135,903000,900000,,OPERATING,BT11 9AE,INTHK
L1002968,H1000710,SHOE ZONE RUNCORN,54.046968,-2.80247,903000,900000,,OPERATING,LA1 1JF,INTHK
L1002969,H1000710,SHOE ZONE RUNCORN,53.800301,-1.545397,903000,900000,,OPERATING,LS2 8NG,INTHK
L1002970,H1000710,SHOE ZONE RUNCORN,53.493758,-2.517691,903000,900000,,OPERATING,WN7 4PG,INTHK
L1002974,H1000710,SHOE ZONE RUNCORN,53.4835108,-2.241553058,903000,900000,,OPERATING,M4 2HU,INTHK
L1002975,H1000710,SHOE ZONE RUNCORN,53.410933,-1.412724,903000,900000,,OPERATING,S9 1ES,INTHK
L1002977,H1000710,SHOE ZONE RUNCORN,54.955505,-1.670104,903000,900000,,OPERATING,NE11 9YP,INTHK
L1002978,H1000710,SHOE ZONE RUNCORN,54.574675,-1.23804,903000,900000,,OPERATING,TS1 2LA,INTHK
L1002979,H1000710,SHOE ZONE RUNCORN,54.07037,-2.867124,903000,900000,,OPERATING,LA4 5DH,INTHK
L1002982,H1000710,SHOE ZONE RUNCORN,54.170629,-6.344482,903000,900000,,OPERATING,BT35 8HJ,INTHK
L1002983,H1000710,SHOE ZONE RUNCORN,55.007879,-1.447625,903000,900000,,OPERATING,NE29 6RX,INTHK
L1002988,H1000710,SHOE ZONE RUNCORN,53.754687,-2.706534,903000,900000,,OPERATING,PR1 8HJ,INTHK
L1002992,H1000710,SHOE ZONE RUNCORN,53.140565,0.338898,903000,900000,,OPERATING,PE25 3NU,INTHK
L1002995,H1000710,SHOE ZONE RUNCORN,53.451272,-2.735256,903000,900000,,OPERATING,WA10 1EB,INTHK
L1002998,H1000710,SHOE ZONE RUNCORN,53.443885,-2.312367,903000,900000,,OPERATING,M32 9BB,INTHK
L1003003,H1000710,SHOE ZONE RUNCORN,53.680226,-1.494924,903000,900000,,OPERATING,WF1 1YB,INTHK
L1003005,H1000710,SHOE ZONE RUNCORN,53.388905,-2.596823,903000,900000,,OPERATING,WA1 1QE,INTHK
L1003006,H1000710,SHOE ZONE RUNCORN,54.898008,-1.534263,903000,900000,,OPERATING,NE38 7RT,INTHK
L1003009,H1000710,SHOE ZONE RUNCORN,53.190703,-2.529106,903000,900000,,OPERATING,CW7 1BA,INTHK
L1003013,H1000710,SHOE ZONE RUNCORN,53.045141,-2.998179,903000,900000,,OPERATING,LL11 1RY,INTHK
L1003018,H1000711,CLOUDFM INTEGRATED SERVICES LTD,53.399377,-2.357549,903000,900000,,OPERATING,WA14 5GR,INTHK
